Subject,No,Question,Option A,Option B,Option C,Option D,Correct Answer (Full Text)
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If the goodwill of the firm is raised to the extent of deceased partner's share, the account credited is:",Goodwill Account,All Partners' Capital Accounts,Surviving Partners' Capital Accounts,Deceased Partner's Capital Account,Deceased Partner's Capital Account
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The deceased partner is entitled to his share of profit from the beginning of the accounting year till the:,End of the accounting year,Date of his death,End of the previous year,Date of final settlement,Date of his death
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The deceased partner's share of profit up to the date of his death is transferred to a newly opened account called:,Revaluation Account,Profit and Loss Appropriation Account,Profit and Loss Suspense Account,General Reserve Account,Profit and Loss Suspense Account
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Profit & Loss Suspense Account is shown in the new Balance Sheet on the ________ side.,Liability,Asset,Debit of I&E,Capital,Asset
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"In case of loss up to the date of death, the Profit & Loss Suspense Account will be shown on the ________ side of the Balance Sheet.",Asset,Liability,Credit,None of the above,Liability
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The deceased partner's share of profit is usually calculated on the basis of:,Average profit of past years,Last year's profit,Sales basis,Any of the above as per agreement,Any of the above as per agreement
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If profit till the date of death is calculated on the basis of time, the formula includes:",Total Sales x Rate of Profit,Last Year's Profit x Share x (Months survived / 12),Average Profit x Number of Years Purchase,None of the above,Last Year's Profit x Share x (Months survived / 12)
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The final amount due to the deceased partner is transferred to:,His Current Account,His Executor's / Legal Heir's Loan Account,Profit & Loss Account,Suspense Account,His Executor's / Legal Heir's Loan Account
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"According to Section 37 of the Indian Partnership Act, if the amount due to the deceased partner is not paid immediately, the executor is entitled to interest at:",5% p.a.,6% p.a.,10% p.a.,12% p.a.,6% p.a.
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"Under Section 37, the executor of a deceased partner has a choice to claim either 6% interest or:",Share in subsequent profits earned using his unpaid amount,10% interest,A new partnership,Assets of the firm,Share in subsequent profits earned using his unpaid amount
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Interest on drawing of the deceased partner up to the date of death is ________ to his Capital Account.,Credited,Debited,Ignored,Added,Debited
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Interest on capital allowed to the deceased partner till the date of his death is ________ to his Capital Account.,Credited,Debited,Ignored,Deducted,Credited
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Salary or commission payable to the deceased partner up to the date of his death is:,Debited to his Capital A/c,Credited to his Capital A/c,Credited to P&L Suspense A/c,Ignored,Credited to his Capital A/c
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Which account is NOT transferred to the Executor's Account?,Capital balance of deceased partner,Share of goodwill of deceased partner,Capital balances of surviving partners,Share of accumulated profits of deceased partner,Capital balances of surviving partners
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If the Joint Life Policy (JLP) is surrendered on the death of a partner, the claim amount received is distributed among:",Surviving partners only,Deceased partner only,All partners in their old profit sharing ratio,Only in capital ratio,All partners in their old profit sharing ratio
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Deceased partner's share in the Revaluation Loss is:,Debited to his Capital A/c,Credited to his Capital A/c,Debited to P&L Suspense A/c,Credited to Revaluation A/c,Debited to his Capital A/c
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"A, B, and C share profits in 3:2:1. C dies. What is the new ratio of A and B?",1:01,3:02,2:01,3:01,3:02
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The gaining ratio is calculated only for:,All partners,Deceased partner,Surviving (Continuing) partners,New partner,Surviving (Continuing) partners
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"Out of the following, which item is NOT credited to the deceased partner's capital account?",His share of Revaluation Profit,His share of General Reserve,His Drawings,His share of Goodwill,His Drawings
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Profit & Loss Suspense Account is a ________ account.,Real,Personal,Nominal,Representative Personal,Nominal
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If the amount due to the deceased partner's executor is paid in full immediately, the entry is:",Executor's A/c Dr. To Cash/Bank A/c,Cash/Bank A/c Dr. To Executor's A/c,Capital A/c Dr. To Cash/Bank A/c,Revaluation A/c Dr. To Cash/Bank A/c,Executor's A/c Dr. To Cash/Bank A/c
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Deceased partner's Executor's Loan Account is shown on the ________ side of the new Balance Sheet.,Assets,Liabilities,Income,Expenditure,Liabilities
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"When the new profit sharing ratio of surviving partners is not given, it is assumed that they will share profits in:",Equal ratio,Capital ratio,Their old profit sharing ratio,Gaining ratio,Their old profit sharing ratio
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),A decrease in the value of creditors at the time of death is a ________ for the firm.,Loss,Profit (Gain),Asset,Expense,Profit (Gain)
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),An increase in the value of patents at the time of death is ________ to Revaluation A/c.,Debited,Credited,Ignored,Deducted,Credited
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"For the death of a partner, the accounting treatment is largely similar to:",Admission of a partner,Dissolution of a firm,Retirement of a partner,Amalgamation of firms,Retirement of a partner
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"X, Y, and Z are partners. Z dies on 30th June. Accounts are closed on 31st March. For how many months will Z's profit be calculated?",6 months,9 months,3 months,12 months,3 months
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"Accumulated Losses (e.g., P&L Debit balance) are ________ to the deceased partner's capital account.",Credited,Debited,Added,Ignored,Debited
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If firm has a Severally Life Policy, on the death of a partner, the firm receives:",Surrender value of all policies,Policy amount of deceased partner and surrender value of others,Policy amount of all partners,Only premium amount,Policy amount of deceased partner and surrender value of others
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If goodwill is raised at full value and then written off, surviving partners' capital accounts are debited in:",Old Ratio,Gaining Ratio,New Ratio,Equal Ratio,New Ratio
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The executor is entitled to all the rights of the deceased partner regarding:,Managing the business,Conducting daily operations,Receiving the financial dues and share of profit/interest till settlement,Signing new partnership deeds,Receiving the financial dues and share of profit/interest till settlement
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),A provision for discount on debtors ________ the Revaluation Profit.,Increases,Decreases,Does not affect,Multiplies,Decreases
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Unrecorded investment found at the time of death is a ________.,Gain (credited to Revaluation A/c),Loss (debited to Revaluation A/c),Liability,Expense,Gain (credited to Revaluation A/c)
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The share of deceased partner in goodwill is borne by surviving partners in their:,Old Ratio,New Ratio,Gaining Ratio,Sacrificing Ratio,Gaining Ratio
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Which of the following balances is generally NOT transferred to Executor's Loan Account?,Partner's Capital A/c,Partner's Current A/c,Share of P&L Suspense,Cash balance of the firm,Cash balance of the firm
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If the profit for the previous year was ?40,000, and a partner dies after 3 months. His share is 1/4. What is his share of profit?","?10,000","?2,500","?5,000","?40,000","?2,500"
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The death of a partner results in the dissolution of the ________.,Partnership firm (Business),Partnership (Agreement),Both Firm and Agreement,None of the above,Partnership (Agreement)
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If the business is completely closed down after the death of a partner, it is called:",Retirement,Reconstitution,Dissolution of the Firm,Amalgamation,Dissolution of the Firm
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Suspense Account (P&L Suspense) is closed at the end of the year by transferring it to:,Trading Account,Revaluation Account,Profit & Loss Account,Capital Account,Profit & Loss Account
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"When the legal heir is paid in installments, interest on outstanding balance is ________ to the Executor's Loan Account.",Debited,Credited,Ignored,Deducted,Credited
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The ultimate objective of preparing the Deceased Partner's Capital Account is to ascertain the amount payable to:,The Government,The Surviving Partners,The Executor/Legal Heir,The Bank,The Executor/Legal Heir
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),The balance of the deceased partner's Capital Account is transferred to:,Cash/Bank Account,Executor’s / Legal Heir’s Account,Revaluation Account,Suspense Account,Executor’s / Legal Heir’s Account
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Interest on drawings of the deceased partner is charged up to:,The end of the accounting year,The date of his death,The date of final payment,It is not charged at all,The date of his death
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Deceased partner's share of profit from the beginning of the year to the date of his death is credited to:,Revaluation Account,Profit & Loss Account,His Capital Account,Surviving Partners' Capital Account,His Capital Account
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Deceased partner's share of profit from the beginning of the year to the date of his death is debited to:,Profit & Loss Account,Profit & Loss Suspense Account,Revaluation Account,Capital Account,Profit & Loss Suspense Account
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),Profit & Loss Suspense Account is generally closed at the end of the accounting year by transferring it to:,Trading Account,Profit & Loss Account,Balance Sheet,Partners' Capital Account,Profit & Loss Account
BK,Chapter 5 : Reconstitution of Partnership (Death of Partner),"If the firm suffers a loss from the beginning of the year to the date of death, the deceased partner's share of loss is debited to:",Profit & Loss Suspense A/c,Revaluation A/c,Deceased Partner's Capital A/c,Goodwill A/c,Deceased Partner's Capital A/c
